anio,mes,dia,hora(utc),altura(mm)
2016,5,15,23,1083 
2016,5,16,0,893 
2016,5,16,1,1011 
2016,5,16,2,1409 
2016,5,16,3,1994 
2016,5,16,4,2626 
2016,5,16,5,3118 
2016,5,16,6,3358 
2016,5,16,7,3304 
2016,5,16,8,2918 
2016,5,16,9,2269 
2016,5,16,10,1567 
2016,5,16,11,970 
2016,5,16,12,557 
2016,5,16,13,434 
2016,5,16,14,680 
2016,5,16,15,1256 
2016,5,16,16,2007 
2016,5,16,17,2704 
2016,5,16,18,3173 
2016,5,16,19,3342 
2016,5,16,20,3156 
2016,5,16,21,2625 
2016,5,16,22,1924 
2016,5,16,23,1286 
2016,5,17,0,863 
2016,5,17,1,747 
2016,5,17,2,977 
2016,5,17,3,1504 
2016,5,17,4,2214 
2016,5,17,5,2906 
2016,5,17,6,3368 
2016,5,17,7,3509 
2016,5,17,8,3301 
2016,5,17,9,2717 
2016,5,17,10,1896 
2016,5,17,11,1112 
2016,5,17,12,542 
2016,5,17,13,258 
2016,5,17,14,342 
2016,5,17,15,830 
2016,5,17,16,1622 
2016,5,17,17,2504 
2016,5,17,18,3224 
2016,5,17,19,3627 
2016,5,17,20,3647 
2016,5,17,21,3235 
2016,5,17,22,2470 
2016,5,17,23,1627 
2016,5,18,0,977 
2016,5,18,1,639 
2016,5,18,2,669 
2016,5,18,3,1078 
2016,5,18,4,1782 
2016,5,18,5,2596 
2016,5,18,6,3267 
2016,5,18,7,3604 
2016,5,18,8,3561 
2016,5,18,9,3119 
2016,5,18,10,2303 
2016,5,18,11,1354 
2016,5,18,12,597 
2016,5,18,13,169 
2016,5,18,14,103 
2016,5,18,15,459 
2016,5,18,16,1215 
2016,5,18,17,2191 
2016,5,18,18,3120 
2016,5,18,19,3765 
2016,5,18,20,3998 
2016,5,18,21,3767 
2016,5,18,22,3075 
2016,5,18,23,2116 
2016,5,19,0,1237 
2016,5,19,1,672 
2016,5,19,2,489 
2016,5,19,3,727 
2016,5,19,4,1364 
2016,5,19,5,2229 
2016,5,19,6,3057 
2016,5,19,7,3599 
2016,5,19,8,3728 
2016,5,19,9,3430 
2016,5,19,10,2711 
2016,5,19,11,1702 
2016,5,19,12,747 
2016,5,19,13,142 
2016,5,19,14,-62 
2016,5,19,15,146 
2016,5,19,16,803 
2016,5,19,17,1802 
2016,5,19,18,2872 
2016,5,19,19,3737 
2016,5,19,20,4201 
2016,5,19,21,4173 
2016,5,19,22,3636 
2016,5,19,23,2695 
2016,5,20,0,1655 
2016,5,20,1,856 
2016,5,20,2,451 
2016,5,20,3,479 
2016,5,20,4,975 
2016,5,20,5,1832 
2016,5,20,6,2766 
2016,5,20,7,3486 
2016,5,20,8,3809 
2016,5,20,9,3669 
2016,5,20,10,3074 
2016,5,20,11,2103 
2016,5,20,12,1021 
2016,5,20,13,205 
2016,5,20,14,-163 
2016,5,20,15,-104 
2016,5,20,16,403 
2016,5,20,17,1350 
2016,5,20,18,2507 
2016,5,20,19,3543 
2016,5,20,20,4228 
2016,5,20,21,4428 
2016,5,20,22,4087 
2016,5,20,23,3265 
2016,5,21,0,2185 
2016,5,21,1,1196 
2016,5,21,2,564 
2016,5,21,3,367 
2016,5,21,4,653 
2016,5,21,5,1412 
2016,5,21,6,2404 
2016,5,21,7,3273 
2016,5,21,8,3782 
2016,5,21,9,3831 
2016,5,21,10,3388 
2016,5,21,11,2511 
2016,5,21,12,1398 
2016,5,21,13,403 
2016,5,21,14,-171 
2016,5,21,15,-274 
2016,5,21,16,57 
2016,5,21,17,863 
2016,5,21,18,2029 
2016,5,21,19,3204 
2016,5,21,20,4076 
2016,5,21,21,4499 
2016,5,21,22,4394 
2016,5,21,23,3756 
2016,5,22,0,2743 
2016,5,22,1,1662 
2016,5,22,2,829 
2016,5,22,3,411 
2016,5,22,4,457 
2016,5,22,5,1011 
2016,5,22,6,1963 
2016,5,22,7,2953 
2016,5,22,8,3637 
2016,5,22,9,3877 
2016,5,22,10,3632 
2016,5,22,11,2904 
2016,5,22,12,1839 
2016,5,22,13,745 
2016,5,22,14,-36 
2016,5,22,15,-337 
2016,5,22,16,-186 
2016,5,22,17,415 
2016,5,22,18,1468 
2016,5,22,19,2718 
2016,5,22,20,3761 
2016,5,22,21,4379 
2016,5,22,22,4515 
2016,5,22,23,4122 
2016,5,23,0,3265 
2016,5,23,1,2196 
2016,5,23,2,1234 
2016,5,23,3,613 
2016,5,23,4,426 
2016,5,23,5,718 
2016,5,23,6,1487 
2016,5,23,7,2501 
2016,5,23,8,3351 
2016,5,23,9,3780 
2016,5,23,10,3745 
2016,5,23,11,3233 
2016,5,23,12,2304 
2016,5,23,13,1203 
2016,5,23,14,270 
2016,5,23,15,-249 
2016,5,23,16,-297 
2016,5,23,17,89 
2016,5,23,18,922 
2016,5,23,19,2106 
2016,5,23,20,3278 
2016,5,23,21,4085 
2016,5,23,22,4431 
2016,5,23,23,4308 
2016,5,24,0,3698 
2016,5,24,1,2743 
2016,5,24,2,1744 
2016,5,24,3,971 
2016,5,24,4,572 
2016,5,24,5,605 
2016,5,24,6,1097 
2016,5,24,7,1965 
2016,5,24,8,2895 
2016,5,24,9,3516 
2016,5,24,10,3686 
2016,5,24,11,3415 
2016,5,24,12,2718 
2016,5,24,13,1726 
2016,5,24,14,735 
2016,5,24,15,31 
2016,5,24,16,-242 
2016,5,24,17,-75 
2016,5,24,18,507 
2016,5,24,19,1476 
2016,5,24,20,2635 
2016,5,24,21,3609 
2016,5,24,22,4158 
2016,5,24,23,4275 
2016,5,25,0,3962 
2016,5,25,1,3238 
2016,5,25,2,2310 
2016,5,25,3,1465 
2016,5,25,4,894 
2016,5,25,5,691 
2016,5,25,6,896 
2016,5,25,7,1491 
2016,5,25,8,2321 
2016,5,25,9,3063 
2016,5,25,10,3442 
2016,5,25,11,3403 
2016,5,25,12,2982 
2016,5,25,13,2224 
2016,5,25,14,1307 
2016,5,25,15,504 
2016,5,25,16,21 
2016,5,25,17,-53 
2016,5,25,18,281 
2016,5,25,19,975 
2016,5,25,20,1942 
2016,5,25,21,2948 
2016,5,25,22,3687 
2016,5,25,23,4029 
2016,5,26,0,3995 
2016,5,26,1,3582 
2016,5,26,2,2858 
2016,5,26,3,2047 
2016,5,26,4,1375 
2016,5,26,5,973 
2016,5,26,6,912 
2016,5,26,7,1204 
2016,5,26,8,1782 
2016,5,26,9,2468 
2016,5,26,10,2997 
2016,5,26,11,3190 
2016,5,26,12,3038 
2016,5,26,13,2583 
2016,5,26,14,1888 
2016,5,26,15,1126 
2016,5,26,16,511 
2016,5,26,17,199 
2016,5,26,18,264 
2016,5,26,19,683 
2016,5,26,20,1367 
2016,5,26,21,2209 
2016,5,26,22,3017 
2016,5,26,23,3570 
2016,5,27,0,3790 
2016,5,27,1,3689 
2016,5,27,2,3273 
2016,5,27,3,2635 
2016,5,27,4,1968 
2016,5,27,5,1430 
2016,5,27,6,1131 
2016,5,27,7,1134 
2016,5,27,8,1414 
2016,5,27,9,1879 
2016,5,27,10,2391 
2016,5,27,11,2763 
2016,5,27,12,2875 
2016,5,27,13,2731 
2016,5,27,14,2355 
2016,5,27,15,1797 
2016,5,27,16,1195 
2016,5,27,17,717 
2016,5,27,18,507 
2016,5,27,19,627 
2016,5,27,20,1016 
2016,5,27,21,1576 
2016,5,27,22,2247 
2016,5,27,23,2899 
2016,5,28,0,3354 
2016,5,28,1,3539 
2016,5,28,2,3457 
2016,5,28,3,3114 
2016,5,28,4,2589 
2016,5,28,5,2025 
2016,5,28,6,1545 
2016,5,28,7,1268 
2016,5,28,8,1248 
2016,5,28,9,1432 
2016,5,28,10,1754 
2016,5,28,11,2145 
2016,5,28,12,2472 
2016,5,28,13,2633 
2016,5,28,14,2605 
2016,5,28,15,2377 
2016,5,28,16,1964 
2016,5,28,17,1473 
2016,5,28,18,1059 
2016,5,28,19,861 
2016,5,28,20,924 
2016,5,28,21,1176 
2016,5,28,22,1568 
2016,5,28,23,2109 
2016,5,29,0,2691 
2016,5,29,1,3138 
2016,5,29,2,3372 
2016,5,29,3,3376 
2016,5,29,4,3131 
2016,5,29,5,2682 
2016,5,29,6,2135 
2016,5,29,7,1623 
2016,5,29,8,1285 
2016,5,29,9,1168 
2016,5,29,10,1226 
2016,5,29,11,1453 
2016,5,29,12,1835 
2016,5,29,13,2250 
2016,5,29,14,2571 
2016,5,29,15,2727 
2016,5,29,16,2655 
2016,5,29,17,2345 
2016,5,29,18,1892 
2016,5,29,19,1447 
2016,5,29,20,1152 
2016,5,29,21,1056 
2016,5,29,22,1127 
2016,5,29,23,1392 
2016,5,30,0,1886 
2016,5,30,1,2487 
2016,5,30,2,3009 
2016,5,30,3,3359 
2016,5,30,4,3475 
2016,5,30,5,3292 
2016,5,30,6,2835 
2016,5,30,7,2211 
2016,5,30,8,1581 
2016,5,30,9,1114 
2016,5,30,10,870 
2016,5,30,11,843 
2016,5,30,12,1079 
2016,5,30,13,1578 
2016,5,30,14,2190 
2016,5,30,15,2737 
2016,5,30,16,3087 
2016,5,30,17,3135 
2016,5,30,18,2859 
2016,5,30,19,2353 
2016,5,30,20,1771 
2016,5,30,21,1281 
2016,5,30,22,984 
2016,5,30,23,912 
2016,5,31,0,1131 
2016,5,31,1,1661 
2016,5,31,2,2358 
2016,5,31,3,3025 
2016,5,31,4,3524 
2016,5,31,5,3720 
2016,5,31,6,3524 
2016,5,31,7,2969 
2016,5,31,8,2184 
2016,5,31,9,1371 
2016,5,31,10,749 
2016,5,31,11,413 
2016,5,31,12,391 
2016,5,31,13,747 
2016,5,31,14,1460 
2016,5,31,15,2330 
2016,5,31,16,3116 
2016,5,31,17,3625 
2016,5,31,18,3725 
2016,5,31,19,3400 
2016,5,31,20,2742 
2016,5,31,21,1932 
2016,5,31,22,1210 
2016,5,31,23,749 
2016,6,1,0,614 
2016,6,1,1,859 
2016,6,1,2,1492 
2016,6,1,3,2353 
2016,6,1,4,3204 
2016,6,1,5,3826 
2016,6,1,6,4032 
2016,6,1,7,3746 
2016,6,1,8,3023 
2016,6,1,9,2015 
2016,6,1,10,997 
2016,6,1,11,258 
2016,6,1,12,-86 
2016,6,1,13,-11 
2016,6,1,14,542 
2016,6,1,15,1517 
2016,6,1,16,2654 
2016,6,1,17,3642 
2016,6,1,18,4242 
2016,6,1,19,4316 
2016,6,1,20,3854 
2016,6,1,21,2962 
2016,6,1,22,1890 
2016,6,1,23,978 
2016,6,2,0,435 
2016,6,2,1,309 
2016,6,2,2,643 
2016,6,2,3,1434 
2016,6,2,4,2492 
2016,6,2,5,3502 
2016,6,2,6,4171 
2016,6,2,7,4309 
2016,6,2,8,3872 
2016,6,2,9,2931 
2016,6,2,10,1686 
2016,6,2,11,513 
2016,6,2,12,-245 
2016,6,2,13,-506 
2016,6,2,14,-273 
2016,6,2,15,510 
2016,6,2,16,1752 
2016,6,2,17,3116 
2016,6,2,18,4227 
2016,6,2,19,4827 
2016,6,2,20,4792 
2016,6,2,21,4121 
2016,6,2,22,2968 
2016,6,2,23,1685 
2016,6,3,0,679 
2016,6,3,1,137 
2016,6,3,2,69 
2016,6,3,3,529 
2016,6,3,4,1507 
2016,6,3,5,2741 
2016,6,3,6,3830 
2016,6,3,7,4459 
2016,6,3,8,4472 
2016,6,3,9,3849 
2016,6,3,10,2677 
2016,6,3,11,1246 
2016,6,3,12,34 
2016,6,3,13,-639 
2016,6,3,14,-768 
2016,6,3,15,-361 
2016,6,3,16,654 
2016,6,3,17,2125 
2016,6,3,18,3628 
2016,6,3,19,4757 
2016,6,3,20,5269 
2016,6,3,21,5060 
2016,6,3,22,4158 
2016,6,3,23,2791 
2016,6,4,0,1404 
2016,6,4,1,407 
2016,6,4,2,-81 
2016,6,4,3,-59 
2016,6,4,4,555 
2016,6,4,5,1705 
2016,6,4,6,3030 
2016,6,4,7,4092 
2016,6,4,8,4610 
2016,6,4,9,4465 
2016,6,4,10,3643 
2016,6,4,11,2285 
2016,6,4,12,790 
2016,6,4,13,-331 
2016,6,4,14,-857 
2016,6,4,15,-848 
2016,6,4,16,-269 
2016,6,4,17,953 
2016,6,4,18,2569 
2016,6,4,19,4090 
2016,6,4,20,5130 
2016,6,4,21,5487 
2016,6,4,22,5079 
2016,6,4,23,3982 
2016,6,5,0,2508 
2016,6,5,1,1140 
2016,6,5,2,226 
2016,6,5,3,-173 
2016,6,5,4,-33 
2016,6,5,5,730 
2016,6,5,6,1976 
2016,6,5,7,3275 
2016,6,5,8,4219 
2016,6,5,9,4582 
2016,6,5,10,4263 
2016,6,5,11,3272 
2016,6,5,12,1834 
2016,6,5,13,423 
2016,6,5,14,-519 
2016,6,5,15,-891 
2016,6,5,16,-752 
2016,6,5,17,-9 
2016,6,5,18,1358 
2016,6,5,19,2993 
2016,6,5,20,4405 
2016,6,5,21,5277 
2016,6,5,22,5448 
2016,6,5,23,4863 
2016,6,6,0,3658 
2016,6,6,1,2204 
2016,6,6,2,955 
2016,6,6,3,171 
2016,6,6,4,-113 
2016,6,6,5,155 
2016,6,6,6,1019 
2016,6,6,7,2248 
2016,6,6,8,3413 
2016,6,6,9,4180 
2016,6,6,10,4367 
2016,6,6,11,3886 
2016,6,6,12,2807 
2016,6,6,13,1432 
2016,6,6,14,214 
2016,6,6,15,-525 
2016,6,6,16,-758 
2016,6,6,17,-489 
2016,6,6,18,389 
2016,6,6,19,1793 
2016,6,6,20,3307 
2016,6,6,21,4516 
2016,6,6,22,5184 
2016,6,6,23,5175 
2016,6,7,0,4471 
2016,6,7,1,3269 
2016,6,7,2,1945 
2016,6,7,3,876 
2016,6,7,4,247 
2016,6,7,5,94 
2016,6,7,6,470 
2016,6,7,7,1347 
2016,6,7,8,2448 
2016,6,7,9,3408 
2016,6,7,10,3974 
2016,6,7,11,3991 
2016,6,7,12,3406 
2016,6,7,13,2359 
2016,6,7,14,1162 
2016,6,7,15,180 
2016,6,7,16,-373 
2016,6,7,17,-471 
2016,6,7,18,-79 
2016,6,7,19,860 
2016,6,7,20,2166 
2016,6,7,21,3452 
2016,6,7,22,4420 
2016,6,7,23,4887 
2016,6,8,0,4730 
2016,6,8,1,3989 
2016,6,8,2,2894 
2016,6,8,3,1769 
2016,6,8,4,902 
2016,6,8,5,438 
2016,6,8,6,410 
2016,6,8,7,835 
2016,6,8,8,1626 
2016,6,8,9,2524 
2016,6,8,10,3257 
2016,6,8,11,3634 
2016,6,8,12,3526 
2016,6,8,13,2932 
2016,6,8,14,2023 
2016,6,8,15,1058 
2016,6,8,16,301 
2016,6,8,17,-80 
2016,6,8,18,-48 
2016,6,8,19,422 
2016,6,8,20,1310 
2016,6,8,21,2408 
2016,6,8,22,3428 
2016,6,8,23,4164 
2016,6,9,0,4453 
2016,6,9,1,4204 
2016,6,9,2,3510 
2016,6,9,3,2591 
2016,6,9,4,1685 
2016,6,9,5,1014 
2016,6,9,6,702 
2016,6,9,7,759 
2016,6,9,8,1155 
2016,6,9,9,1785 
2016,6,9,10,2457 
2016,6,9,11,2988 
2016,6,9,12,3226 
2016,6,9,13,3072 
2016,6,9,14,2563 
2016,6,9,15,1848 
2016,6,9,16,1111 
2016,6,9,17,556 
2016,6,9,18,331 
2016,6,9,19,457 
2016,6,9,20,917 
2016,6,9,21,1653 
2016,6,9,22,2503 
2016,6,9,23,3277 
2016,6,10,0,3816 
2016,6,10,1,3969 
2016,6,10,2,3696 
2016,6,10,3,3117 
2016,6,10,4,2392 
2016,6,10,5,1683 
2016,6,10,6,1180 
2016,6,10,7,981 
2016,6,10,8,1055 
2016,6,10,9,1348 
2016,6,10,10,1790 
2016,6,10,11,2270 
2016,6,10,12,2663 
2016,6,10,13,2840 
2016,6,10,14,2724 
2016,6,10,15,2356 
2016,6,10,16,1840 
2016,6,10,17,1303 
2016,6,10,18,919 
2016,6,10,19,805 
2016,6,10,20,946 
2016,6,10,21,1305 
2016,6,10,22,1849 
2016,6,10,23,2477 
2016,6,11,0,3056 
2016,6,11,1,3447 
2016,6,11,2,3526 
2016,6,11,3,3295 
2016,6,11,4,2858 
2016,6,11,5,2299 
2016,6,11,6,1740 
2016,6,11,7,1354 
2016,6,11,8,1200 
2016,6,11,9,1218 
2016,6,11,10,1376 
2016,6,11,11,1663 
2016,6,11,12,2027 
2016,6,11,13,2370 
2016,6,11,14,2566 
2016,6,11,15,2542 
2016,6,11,16,2327 
2016,6,11,17,1984 
2016,6,11,18,1603 
2016,6,11,19,1332 
2016,6,11,20,1244 
2016,6,11,21,1311 
2016,6,11,22,1530 
2016,6,11,23,1907 
2016,6,12,0,2374 
2016,6,12,1,2823 
2016,6,12,2,3132 
2016,6,12,3,3205 
2016,6,12,4,3053 
2016,6,12,5,2736 
2016,6,12,6,2286 
2016,6,12,7,1815 
2016,6,12,8,1476 
2016,6,12,9,1292 
2016,6,12,10,1212 
2016,6,12,11,1261 
2016,6,12,12,1475 
2016,6,12,13,1820 
2016,6,12,14,2195 
2016,6,12,15,2465 
2016,6,12,16,2551 
2016,6,12,17,2468 
2016,6,12,18,2247 
2016,6,12,19,1951 
2016,6,12,20,1696 
2016,6,12,21,1540 
2016,6,12,22,1490 
2016,6,12,23,1592 
2016,6,13,0,1865 
2016,6,13,1,2244 
2016,6,13,2,2638 
2016,6,13,3,2938 
2016,6,13,4,3050 
2016,6,13,5,2969 
2016,6,13,6,2714 
2016,6,13,7,2303 
2016,6,13,8,1847 
2016,6,13,9,1480 
2016,6,13,10,1217 
2016,6,13,11,1058 
2016,6,13,12,1079 
2016,6,13,13,1321 
2016,6,13,14,1734 
2016,6,13,15,2198 
2016,6,13,16,2562 
2016,6,13,17,2744 
2016,6,13,18,2744 
2016,6,13,19,2566 
2016,6,13,20,2252 
2016,6,13,21,1911 
2016,6,13,22,1634 
2016,6,13,23,1485 
2016,6,14,0,1531 
2016,6,14,1,1774 
2016,6,14,2,2145 
2016,6,14,3,2562 
2016,6,14,4,2903 
2016,6,14,5,3052 
2016,6,14,6,2993 
2016,6,14,7,2730 
2016,6,14,8,2280 
2016,6,14,9,1764 
2016,6,14,10,1320 
2016,6,14,11,992 
2016,6,14,12,831 
2016,6,14,13,926 
2016,6,14,14,1285 
2016,6,14,15,1826 
2016,6,14,16,2403 
2016,6,14,17,2849 
2016,6,14,18,3081 
2016,6,14,19,3085 
2016,6,14,20,2843 
2016,6,14,21,2403 
2016,6,14,22,1920 
2016,6,14,23,1537 
2016,6,15,0,1350 
2016,6,15,1,1413 
2016,6,15,2,1702 
2016,6,15,3,2145 
2016,6,15,4,2638 
2016,6,15,5,3018 
2016,6,15,6,3159 
2016,6,15,7,3052 
2016,6,15,8,2702 
2016,6,15,9,2138 
2016,6,15,10,1517 
2016,6,15,11,1008 
2016,6,15,12,687 
2016,6,15,13,625 
2016,6,15,14,883 
2016,6,15,15,1421 
2016,6,15,16,2116 
2016,6,15,17,2794 
2016,6,15,18,3277 
2016,6,15,19,3482 
2016,6,15,20,3384 
2016,6,15,21,2970 
2016,6,15,22,2346 
2016,6,15,23,1735 
2016,6,16,0,1310 
2016,6,16,1,1161 
2016,6,16,2,1316 
2016,6,16,3,1729 
2016,6,16,4,2297 
2016,6,16,5,2863 
2016,6,16,6,3230 
2016,6,16,7,3293 
2016,6,16,8,3063 
2016,6,16,9,2547 
2016,6,16,10,1823 
2016,6,16,11,1114 
2016,6,16,12,615 
2016,6,16,13,398 
2016,6,16,14,521 
2016,6,16,15,1001 
2016,6,16,16,1746 
2016,6,16,17,2585 
2016,6,16,18,3313 
2016,6,16,19,3753 
2016,6,16,20,3830 
2016,6,16,21,3526 
2016,6,16,22,2881 
2016,6,16,23,2091 
2016,6,17,0,1424 
2016,6,17,1,1039 
2016,6,17,2,1001 
2016,6,17,3,1321 
2016,6,17,4,1913 
2016,6,17,5,2605 
2016,6,17,6,3184 
2016,6,17,7,3461 
2016,6,17,8,3374 
2016,6,17,9,2944 
2016,6,17,10,2212 
2016,6,17,11,1345 
2016,6,17,12,633 
2016,6,17,13,242 
2016,6,17,14,208 
2016,6,17,15,569 
2016,6,17,16,1303 
2016,6,17,17,2245 
2016,6,17,18,3171 
2016,6,17,19,3860 
2016,6,17,20,4157 
2016,6,17,21,4010 
2016,6,17,22,3441 
2016,6,17,23,2580 
2016,6,18,0,1704 
2016,6,18,1,1073 
2016,6,18,2,803 
2016,6,18,3,947 
2016,6,18,4,1488 
2016,6,18,5,2260 
2016,6,18,6,3013 
2016,6,18,7,3517 
2016,6,18,8,3629 
2016,6,18,9,3323 
2016,6,18,10,2643 
2016,6,18,11,1706 
2016,6,18,12,791 
2016,6,18,13,185 
2016,6,18,14,-23 
2016,6,18,15,168 
2016,6,18,16,799 
2016,6,18,17,1782 
2016,6,18,18,2861 
2016,6,18,19,3772 
2016,6,18,20,4317 
2016,6,18,21,4381 
2016,6,18,22,3954 
2016,6,18,23,3129 
2016,6,19,0,2133 
2016,6,19,1,1277 
2016,6,19,2,765 
2016,6,19,3,675 
2016,6,19,4,1054 
2016,6,19,5,1823 
2016,6,19,6,2714 
2016,6,19,7,3427 
2016,6,19,8,3772 
2016,6,19,9,3658 
2016,6,19,10,3089 
2016,6,19,11,2164 
2016,6,19,12,1117 
2016,6,19,13,281 
2016,6,19,14,-136 
2016,6,19,15,-132 
2016,6,19,16,309 
2016,6,19,17,1216 
2016,6,19,18,2392 
2016,6,19,19,3494 
2016,6,19,20,4273 
2016,6,19,21,4587 
2016,6,19,22,4369 
2016,6,19,23,3665 
2016,6,20,0,2658 
2016,6,20,1,1642 
2016,6,20,2,900 
2016,6,20,3,567 
2016,6,20,4,701 
2016,6,20,5,1326 
2016,6,20,6,2270 
2016,6,20,7,3172 
2016,6,20,8,3748 
2016,6,20,9,3873 
2016,6,20,10,3499 
2016,6,20,11,2674 
2016,6,20,12,1590 
2016,6,20,13,569 
2016,6,20,14,-87 
2016,6,20,15,-288 
2016,6,20,16,-62 
2016,6,20,17,640 
2016,6,20,18,1782 
2016,6,20,19,3036 
2016,6,20,20,4030 
2016,6,20,21,4586 
2016,6,20,22,4629 
2016,6,20,23,4134 
2016,6,21,0,3215 
2016,6,21,1,2136 
2016,6,21,2,1207 
2016,6,21,3,642 
2016,6,21,4,519 
2016,6,21,5,886 
2016,6,21,6,1716 
2016,6,21,7,2729 
2016,6,21,8,3530 
2016,6,21,9,3900 
2016,6,21,10,3779 
2016,6,21,11,3158 
2016,6,21,12,2153 
2016,6,21,13,1043 
2016,6,21,14,165 
2016,6,21,15,-273 
2016,6,21,16,-262 
2016,6,21,17,189 
2016,6,21,18,1131 
2016,6,21,19,2405 
2016,6,21,20,3593 
2016,6,21,21,4379 
2016,6,21,22,4680 
2016,6,21,23,4462 
2016,6,22,0,3742 
2016,6,22,1,2709 
2016,6,22,2,1672 
2016,6,22,3,901 
2016,6,22,4,536 
2016,6,22,5,622 
2016,6,22,6,1191 
2016,6,22,7,2135 
2016,6,22,8,3096 
2016,6,22,9,3714 
2016,6,22,10,3856 
2016,6,22,11,3511 
2016,6,22,12,2713 
2016,6,22,13,1648 
2016,6,22,14,632 
2016,6,22,15,-50 
2016,6,22,16,-277 
2016,6,22,17,-66 
2016,6,22,18,594 
2016,6,22,19,1693 
2016,6,22,20,2958 
2016,6,22,21,3966 
2016,6,22,22,4512 
2016,6,22,23,4579 
2016,6,23,0,4149 
2016,6,23,1,3291 
2016,6,23,2,2255 
2016,6,23,3,1338 
2016,6,23,4,748 
2016,6,23,5,573 
2016,6,23,6,839 
2016,6,23,7,1536 
2016,6,23,8,2480 
2016,6,23,9,3298 
2016,6,23,10,3708 
2016,6,23,11,3653 
2016,6,23,12,3155 
2016,6,23,13,2288 
2016,6,23,14,1276 
2016,6,23,15,416 
2016,6,23,16,-72 
2016,6,23,17,-114 
2016,6,23,18,269 
2016,6,23,19,1071 
2016,6,23,20,2200 
2016,6,23,21,3332 
2016,6,23,22,4121 
2016,6,23,23,4456 
2016,6,24,0,4342 
2016,6,24,1,3775 
2016,6,24,2,2879 
2016,6,24,3,1924 
2016,6,24,4,1155 
2016,6,24,5,728 
2016,6,24,6,707 
2016,6,24,7,1093 
2016,6,24,8,1823 
2016,6,24,9,2673 
2016,6,24,10,3314 
2016,6,24,11,3554 
2016,6,24,12,3383 
2016,6,24,13,2833 
2016,6,24,14,2000 
2016,6,24,15,1107 
2016,6,24,16,408 
2016,6,24,17,81 
2016,6,24,18,183 
2016,6,24,19,676 
2016,6,24,20,1508 
2016,6,24,21,2545 
2016,6,24,22,3491 
2016,6,24,23,4087 
2016,6,25,0,4272 
2016,6,25,1,4045 
2016,6,25,2,3428 
2016,6,25,3,2580 
2016,6,25,4,1736 
2016,6,25,5,1092 
2016,6,25,6,786 
2016,6,25,7,867 
2016,6,25,8,1292 
2016,6,25,9,1965 
2016,6,25,10,2681 
2016,6,25,11,3184 
2016,6,25,12,3344 
2016,6,25,13,3160 
2016,6,25,14,2653 
2016,6,25,15,1919 
2016,6,25,16,1158 
2016,6,25,17,590 
2016,6,25,18,376 
2016,6,25,19,553 
2016,6,25,20,1050 
2016,6,25,21,1800 
2016,6,25,22,2684 
2016,6,25,23,3460 
2016,6,26,0,3927 
2016,6,26,1,4032 
2016,6,26,2,3771 
2016,6,26,3,3183 
2016,6,26,4,2419 
2016,6,26,5,1663 
2016,6,26,6,1094 
2016,6,26,7,856 
2016,6,26,8,968 
2016,6,26,9,1350 
2016,6,26,10,1921 
2016,6,26,11,2534 
2016,6,26,12,2991 
2016,6,26,13,3180 
2016,6,26,14,3074 
2016,6,26,15,2673 
2016,6,26,16,2060 
2016,6,26,17,1409 
2016,6,26,18,922 
2016,6,26,19,749 
2016,6,26,20,900 
2016,6,26,21,1297 
2016,6,26,22,1903 
2016,6,26,23,2641 
2016,6,27,0,3305 
2016,6,27,1,3715 
2016,6,27,2,3816 
2016,6,27,3,3592 
2016,6,27,4,3075 
2016,6,27,5,2378 
2016,6,27,6,1658 
2016,6,27,7,1107 
2016,6,27,8,872 
2016,6,27,9,937 
2016,6,27,10,1226 
2016,6,27,11,1715 
2016,6,27,12,2311 
2016,6,27,13,2829 
2016,6,27,14,3134 
2016,6,27,15,3165 
2016,6,27,16,2896 
2016,6,27,17,2392 
2016,6,27,18,1807 
2016,6,27,19,1330 
2016,6,27,20,1101 
2016,6,27,21,1129 
2016,6,27,22,1368 
2016,6,27,23,1834 
2016,6,28,0,2476 
2016,6,28,1,3097 
2016,6,28,2,3526 
2016,6,28,3,3692 
2016,6,28,4,3548 
2016,6,28,5,3094 
2016,6,28,6,2416 
2016,6,28,7,1672 
2016,6,28,8,1080 
2016,6,28,9,779 
2016,6,28,10,743 
2016,6,28,11,947 
2016,6,28,12,1428 
2016,6,28,13,2102 
2016,6,28,14,2761 
2016,6,28,15,3236 
2016,6,28,16,3426 
2016,6,28,17,3284 
2016,6,28,18,2852 
2016,6,28,19,2266 
2016,6,28,20,1709 
2016,6,28,21,1335 
2016,6,28,22,1186 
2016,6,28,23,1273 
2016,6,29,0,1645 
2016,6,29,1,2253 
2016,6,29,2,2904 
2016,6,29,3,3422 
2016,6,29,4,3698 
2016,6,29,5,3633 
2016,6,29,6,3202 
2016,6,29,7,2486 
2016,6,29,8,1662 
2016,6,29,9,968 
2016,6,29,10,553 
2016,6,29,11,419 
2016,6,29,12,599 
2016,6,29,13,1155 
2016,6,29,14,1976 
2016,6,29,15,2818 
2016,6,29,16,3481 
2016,6,29,17,3824 
2016,6,29,18,3772 
2016,6,29,19,3349 
2016,6,29,20,2677 
2016,6,29,21,1957 
2016,6,29,22,1392 
2016,6,29,23,1077 
2016,6,30,0,1058 
2016,6,30,1,1397 
2016,6,30,2,2037 
2016,6,30,3,2786 
2016,6,30,4,3441 
2016,6,30,5,3825 
2016,6,30,6,3802 
2016,6,30,7,3345 
2016,6,30,8,2540 
